model,task,mode,nshot,accuracy_raw,accuracy_raw_std,accuracy_raw_ci,parse_errors
starcoderplus,proofwriter,baseline,8,0.39648333333333335,0.06327734147737597,0.026884408243837015,0
starcoderplus,proofwriter,scratchpad,8,0.4002666666666667,0.06426452278581776,0.027303828287207885,0
starcoderplus,proofwriter,cot,8,0.41591666666666677,0.06521114211203141,0.02770601491236079,0
starcoderplus,proofwriter,neurosymbolic,8,0.9018166666666666,0.04001082839543425,0.01699925154316972,1
