model,task,mode,nshot,accuracy_raw,accuracy_raw_std,accuracy_raw_ci,parse_errors
gpt-4-0613,proofwriter,baseline,8,0.6673999999999999,0.06029110861294372,0.0256156586161798,0
gpt-4-0613,proofwriter,scratchpad,8,0.6995833333333332,0.05779363430920976,0.024554566016641896,0
gpt-4-0613,proofwriter,cot,8,0.91715,0.03552056915835292,0.01509149183595263,0
gpt-4-0613,proofwriter,neurosymbolic,8,0.9829833333333332,0.016637966956465702,0.007068911012404363,1
