model,task,mode,nshot,kmaj,accuracy_kmaj,accuracy_kmaj_std,accuracy_kmaj_ci
starcoderplus,proofwriter,baseline,8,4,0.37214166666666665,0.0252025986743088,0.026228485019476094
starcoderplus,proofwriter,baseline,8,5,0.375025,0.024685196837401044,0.02569002204175871
starcoderplus,proofwriter,baseline,8,6,0.37601111111111113,0.025567253361369197,0.02660798318632962
starcoderplus,proofwriter,baseline,8,7,0.377125,0.02365449853465353,0.024617368568894012
starcoderplus,proofwriter,baseline,8,8,0.37818888888888885,0.023472484548172516,0.02442794559789623
starcoderplus,proofwriter,baseline,8,9,0.3793444444444445,0.023181700424427482,0.024125324938332148
starcoderplus,proofwriter,baseline,8,10,0.3808722222222223,0.021820147983565356,0.02270834971843996
starcoderplus,proofwriter,scratchpad,8,1,0.3848777777777778,0.02241975815113881,0.02333236736443603
starcoderplus,proofwriter,scratchpad,8,2,0.38435,0.021306124865637183,0.02217340299241099
starcoderplus,proofwriter,scratchpad,8,3,0.38804444444444447,0.01749549853921866,0.018207662918980624
starcoderplus,proofwriter,scratchpad,8,4,0.3866555555555556,0.01653969784906216,0.017212955809315384
starcoderplus,proofwriter,scratchpad,8,5,0.38724722222222224,0.015363325890164776,0.01598869894993348
starcoderplus,proofwriter,scratchpad,8,6,0.38604444444444447,0.014565047795457128,0.015157926484006823
starcoderplus,proofwriter,scratchpad,8,7,0.3861777777777778,0.013696282274695864,0.014253797360610023
starcoderplus,proofwriter,scratchpad,8,8,0.3846805555555555,0.0132985005072279,0.013839823656394763
starcoderplus,proofwriter,scratchpad,8,9,0.385375,0.011979526967206371,0.012467160536110846
starcoderplus,proofwriter,scratchpad,8,10,0.38391666666666674,0.011671262322368174,0.012146347800739438
starcoderplus,proofwriter,cot,8,1,0.4043944444444444,0.019762727575781836,0.020567180823848
starcoderplus,proofwriter,cot,8,2,0.41144166666666665,0.020601083027685225,0.02143966201895822
starcoderplus,proofwriter,cot,8,3,0.4164527777777778,0.017841697372264133,0.018567953975614778
starcoderplus,proofwriter,cot,8,4,0.41633611111111113,0.01755609154420886,0.018270722397259367
starcoderplus,proofwriter,cot,8,5,0.4160388888888889,0.016055200880357803,0.016708737111479362
starcoderplus,proofwriter,cot,8,6,0.41697500000000004,0.015169484628321718,0.01578696726749433
starcoderplus,proofwriter,cot,8,7,0.41576944444444447,0.014472907586671923,0.015062035654769532
starcoderplus,proofwriter,cot,8,8,0.4152,0.013904218207098782,0.014470197445320345
starcoderplus,proofwriter,cot,8,9,0.4143611111111111,0.013247146210261641,0.013786378953089689
starcoderplus,proofwriter,cot,8,10,0.41355000000000003,0.013212156532788791,0.013749965000572625
starcoderplus,proofwriter,neurosymbolic,8,1,0.5401611111111111,0.02402709311805538,0.025005129830158526
starcoderplus,proofwriter,neurosymbolic,8,2,0.6451527777777778,0.039782197826275116,0.04140155518136894
starcoderplus,proofwriter,neurosymbolic,8,3,0.7035388888888889,0.039913382684056614,0.041538079994606215
starcoderplus,proofwriter,neurosymbolic,8,4,0.7338055555555555,0.0366031752484891,0.038093128652201755
starcoderplus,proofwriter,neurosymbolic,8,5,0.7550472222222222,0.03167196727079752,0.03296119300373031
starcoderplus,proofwriter,neurosymbolic,8,6,0.7661527777777778,0.028005287061465052,0.029145258457277286
starcoderplus,proofwriter,neurosymbolic,8,7,0.7781361111111111,0.025671890852414274,0.026716880006924123
starcoderplus,proofwriter,neurosymbolic,8,8,0.7841472222222222,0.023985134124090642,0.024961462871093774
starcoderplus,proofwriter,neurosymbolic,8,9,0.7927972222222223,0.022316354622607504,0.023224754735512606
starcoderplus,proofwriter,neurosymbolic,8,10,0.7962527777777778,0.020183800305023987,0.021005393561897744
gpt-3.5-turbo-16k-0613,folio,baseline,1,1,0.4525494505494506,0.02453375397135673,0.02553241460632393
gpt-3.5-turbo-16k-0613,folio,baseline,1,2,0.4530494505494506,0.023772849678529127,0.02474053726448346
gpt-3.5-turbo-16k-0613,folio,baseline,1,3,0.45655494505494515,0.01902428471739671,0.01979867922212083
gpt-3.5-turbo-16k-0613,folio,baseline,1,4,0.45563186813186823,0.01884172808700607,0.01960869151857945
gpt-3.5-turbo-16k-0613,folio,baseline,1,5,0.45739560439560445,0.01594115416422002,0.016590048057846588
gpt-3.5-turbo-16k-0613,folio,baseline,1,6,0.4576703296703297,0.01574574580797589,0.016386685491523053
gpt-3.5-turbo-16k-0613,folio,baseline,1,7,0.4581263736263737,0.0142617709325184,0.014842304561079848
gpt-3.5-turbo-16k-0613,folio,baseline,1,8,0.4572032967032968,0.01494109413416081,0.015549280006267712
gpt-3.5-turbo-16k-0613,folio,baseline,1,9,0.45838461538461545,0.013874604469928395,0.014439378263862842
gpt-3.5-turbo-16k-0613,folio,baseline,1,10,0.45781868131868136,0.013410050671139762,0.013955914534200347
gpt-3.5-turbo-16k-0613,folio,baseline,2,1,0.5032417582417582,0.025092450721332718,0.026113853430412854
gpt-3.5-turbo-16k-0613,folio,baseline,2,2,0.502532967032967,0.02523676018680848,0.02626403709608611
gpt-3.5-turbo-16k-0613,folio,baseline,2,3,0.5112637362637362,0.021205872941629154,0.022069070255894472
gpt-3.5-turbo-16k-0613,folio,baseline,2,4,0.510489010989011,0.021728472670078002,0.022612942708332306
gpt-3.5-turbo-16k-0613,folio,baseline,2,5,0.5151318681318681,0.02017724563452521,0.020998572079747965
gpt-3.5-turbo-16k-0613,folio,baseline,2,6,0.5149395604395605,0.019874651724894377,0.02068366091013801
gpt-3.5-turbo-16k-0613,folio,baseline,2,7,0.5178021978021977,0.017880711411992573,0.018608556104378973
gpt-3.5-turbo-16k-0613,folio,baseline,2,8,0.516587912087912,0.01786909067754467,0.018596462341219033
gpt-3.5-turbo-16k-0613,folio,baseline,2,9,0.5177197802197802,0.016864082092515116,0.01755054430087967
gpt-3.5-turbo-16k-0613,folio,baseline,2,10,0.5182252747252746,0.016700504935866736,0.01738030864152863
gpt-3.5-turbo-16k-0613,folio,baseline,4,1,0.4880164835164836,0.022944570091925815,0.02387854207859382
gpt-3.5-turbo-16k-0613,folio,baseline,4,2,0.48775824175824173,0.02354189855987417,0.024500185147062817
gpt-3.5-turbo-16k-0613,folio,baseline,4,3,0.49813186813186816,0.01937341132939312,0.020162017234640266
gpt-3.5-turbo-16k-0613,folio,baseline,4,4,0.49935164835164836,0.01852722159046886,0.019281382853328075
gpt-3.5-turbo-16k-0613,folio,baseline,4,5,0.501978021978022,0.016208698081311906,0.01686848250471376
gpt-3.5-turbo-16k-0613,folio,baseline,4,6,0.5030549450549451,0.01601991273865397,0.01667201254557229
gpt-3.5-turbo-16k-0613,folio,baseline,4,7,0.5046263736263736,0.01490321794391826,0.015509862043810363
gpt-3.5-turbo-16k-0613,folio,baseline,4,8,0.5054505494505495,0.01469606747491133,0.015294279395237526
gpt-3.5-turbo-16k-0613,folio,baseline,4,9,0.5057747252747252,0.01404101393970598,0.014612561527285975
gpt-3.5-turbo-16k-0613,folio,baseline,4,10,0.5072857142857142,0.0133616206597024,0.01390551315115675
gpt-3.5-turbo-16k-0613,folio,baseline,8,1,0.4952967032967033,0.016123601798591604,0.01677992232862296
gpt-3.5-turbo-16k-0613,folio,baseline,8,2,0.495456043956044,0.01584578709700419,0.016490799019041255
gpt-3.5-turbo-16k-0613,folio,baseline,8,3,0.49825824175824174,0.016608056083381215,0.01728409660507082
gpt-3.5-turbo-16k-0613,folio,baseline,8,4,0.4975989010989011,0.01568200692329825,0.016320352078705993
gpt-3.5-turbo-16k-0613,folio,baseline,8,5,0.4978461538461539,0.015384945051412949,0.0160111981316353
gpt-3.5-turbo-16k-0613,folio,baseline,8,6,0.49870879120879125,0.015115158921543756,0.015730430201423812
gpt-3.5-turbo-16k-0613,folio,baseline,8,7,0.49825824175824174,0.014858052145593114,0.015462857745560303
gpt-3.5-turbo-16k-0613,folio,baseline,8,8,0.4994835164835165,0.015068538821488578,0.01568191240325127
gpt-3.5-turbo-16k-0613,folio,baseline,8,9,0.498532967032967,0.014087499565371682,0.014660939377211298
gpt-3.5-turbo-16k-0613,folio,baseline,8,10,0.4991703296703297,0.013889474138670999,0.014454853211065708
gpt-3.5-turbo-16k-0613,folio,scratchpad,1,1,0.3571868131868132,0.02080520171272002,0.021652089473040082
gpt-3.5-turbo-16k-0613,folio,scratchpad,1,2,0.3975109890109891,0.02423854937266959,0.025225193533830365
gpt-3.5-turbo-16k-0613,folio,scratchpad,1,3,0.4098736263736265,0.020531071730727282,0.021366800871693774
gpt-3.5-turbo-16k-0613,folio,scratchpad,1,4,0.4156098901098902,0.018430867215638354,0.01918110631798098
gpt-3.5-turbo-16k-0613,folio,scratchpad,1,5,0.41959340659340666,0.017154866883626708,0.017853165654975845
gpt-3.5-turbo-16k-0613,folio,scratchpad,1,6,0.42148901098901104,0.016537894736736922,0.017211079300260817
gpt-3.5-turbo-16k-0613,folio,scratchpad,1,7,0.4228351648351649,0.015521432451756046,0.016153241330493815
gpt-3.5-turbo-16k-0613,folio,scratchpad,1,8,0.42352197802197805,0.016085336332265818,0.01674009924437442
gpt-3.5-turbo-16k-0613,folio,scratchpad,1,9,0.42479120879120885,0.014971550527659791,0.015580976144866688
gpt-3.5-turbo-16k-0613,folio,scratchpad,1,10,0.42431318681318686,0.014468792020034685,0.015057752561613685
gpt-3.5-turbo-16k-0613,folio,scratchpad,2,1,0.39334065934065937,0.01926234143004084,0.02004642617084073
gpt-3.5-turbo-16k-0613,folio,scratchpad,2,2,0.4231208791208792,0.021747372132340043,0.022632611484128883
gpt-3.5-turbo-16k-0613,folio,scratchpad,2,3,0.4344890109890111,0.02067502254361733,0.02151661128562053
gpt-3.5-turbo-16k-0613,folio,scratchpad,2,4,0.4392637362637364,0.020124509788207876,0.020943689590327004
gpt-3.5-turbo-16k-0613,folio,scratchpad,2,5,0.44170329670329683,0.01954677569430501,0.02034243849622381
gpt-3.5-turbo-16k-0613,folio,scratchpad,2,6,0.4441758241758243,0.01848017113105852,0.019232417177774085
gpt-3.5-turbo-16k-0613,folio,scratchpad,2,7,0.44509340659340674,0.01791322638463842,0.01864239461777877
gpt-3.5-turbo-16k-0613,folio,scratchpad,2,8,0.44575274725274733,0.01789967125089143,0.018628287714478265
gpt-3.5-turbo-16k-0613,folio,scratchpad,2,9,0.4452857142857144,0.01785861025247319,0.018585555304387737
gpt-3.5-turbo-16k-0613,folio,scratchpad,2,10,0.44745604395604405,0.01661852312790711,0.017294989716693687
gpt-3.5-turbo-16k-0613,folio,scratchpad,4,1,0.4244065934065935,0.023887792178079133,0.02486015856490998
gpt-3.5-turbo-16k-0613,folio,scratchpad,4,2,0.4320000000000001,0.020529625507726672,0.021365295779350067
gpt-3.5-turbo-16k-0613,folio,scratchpad,4,3,0.44204945054945066,0.018100031156965065,0.01883680338632892
gpt-3.5-turbo-16k-0613,folio,scratchpad,4,4,0.4421428571428572,0.0180158626719085,0.018749208774441993
gpt-3.5-turbo-16k-0613,folio,scratchpad,4,5,0.444445054945055,0.015853032868479482,0.016498339733832225
gpt-3.5-turbo-16k-0613,folio,scratchpad,4,6,0.44502747252747266,0.015381647084135409,0.016007765918693632
gpt-3.5-turbo-16k-0613,folio,scratchpad,4,7,0.4461208791208792,0.013917880675146715,0.014484416052026551
gpt-3.5-turbo-16k-0613,folio,scratchpad,4,8,0.44631318681318694,0.014026127352933529,0.01459706897339508
gpt-3.5-turbo-16k-0613,folio,scratchpad,4,9,0.4469560439560441,0.01257063606969494,0.013082331076254465
gpt-3.5-turbo-16k-0613,folio,scratchpad,4,10,0.44698351648351653,0.013149901407085187,0.013685175743996195
gpt-3.5-turbo-16k-0613,folio,scratchpad,8,1,0.42984615384615393,0.02061148303013067,0.021450485359514004
gpt-3.5-turbo-16k-0613,folio,scratchpad,8,2,0.4387527472527473,0.018622557066283737,0.019380599014786223
gpt-3.5-turbo-16k-0613,folio,scratchpad,8,3,0.44782417582417594,0.018262916367256656,0.019006318933246797
gpt-3.5-turbo-16k-0613,folio,scratchpad,8,4,0.45034615384615395,0.01823946678974752,0.018981914827132202
gpt-3.5-turbo-16k-0613,folio,scratchpad,8,5,0.45270329670329673,0.018574627463623327,0.01933071840994806
gpt-3.5-turbo-16k-0613,folio,scratchpad,8,6,0.45487912087912097,0.01737085631036767,0.018077947056165854
gpt-3.5-turbo-16k-0613,folio,scratchpad,8,7,0.45593406593406605,0.016323028244067818,0.016987466542823074
gpt-3.5-turbo-16k-0613,folio,scratchpad,8,8,0.4579065934065935,0.016402805146213686,0.017070490809878765
gpt-3.5-turbo-16k-0613,folio,scratchpad,8,9,0.45948351648351654,0.015472788927611147,0.01610261774358452
