model,task,mode,nshot,accuracy_raw,accuracy_raw_std,accuracy_raw_ci,parse_errors
gpt-4-0613,proofwriter,baseline,8,0.29435,0.059786841268701325,0.02540141242899611,0
gpt-4-0613,proofwriter,scratchpad,8,0.38523333333333337,0.0624388678806897,0.026528169091737816,0
gpt-4-0613,proofwriter,cot,8,0.5671,0.06258621608984236,0.02659077237620536,0
gpt-4-0613,proofwriter,neurosymbolic,8,0.9830833333333332,0.017422646501353094,0.007402294886201959,1
