model,task,mode,nshot,accuracy_raw,accuracy_raw_std,accuracy_raw_ci,parse_errors
starcoderplus,proofwriter,baseline,8,0.36346666666666666,0.061907493712617535,0.026302406129338565,0
starcoderplus,proofwriter,scratchpad,8,0.40026666666666666,0.06135901636181018,0.02606937660143283,0
starcoderplus,proofwriter,cot,8,0.4195666666666667,0.06505921234622436,0.027641465078992587,0
starcoderplus,proofwriter,neurosymbolic,8,0.7996333333333333,0.0513904336104169,0.02183406199996922,1
